FID IID SEX AFF PC1 PC2 Population
NA21117 NA21117 0 1 -0.0103 0.0082 GIH
NA21118 NA21118 0 1 -0.0104 0.0085 GIH
NA21119 NA21119 0 1 -0.0102 0.0084 GIH
NA21120 NA21120 0 1 -0.0103 0.0096 GIH
NA21122 NA21122 0 1 -0.0104 0.0087 GIH
NA21123 NA21123 0 1 -0.0099 0.0090 GIH
NA21124 NA21124 0 1 -0.0107 0.0082 GIH
NA21125 NA21125 0 1 -0.0108 0.0086 GIH
NA21126 NA21126 0 1 -0.0104 0.0083 GIH
NA21127 NA21127 0 1 -0.0100 0.0080 GIH
NA21128 NA21128 0 1 -0.0106 0.0087 GIH
NA21129 NA21129 0 1 -0.0108 0.0074 GIH
NA21130 NA21130 0 1 -0.0107 0.0089 GIH
NA21133 NA21133 0 1 -0.0107 0.0088 GIH
NA21137 NA21137 0 1 -0.0103 0.0092 GIH
NA21141 NA21141 0 1 -0.0105 0.0084 GIH
NA21142 NA21142 0 1 -0.0108 0.0082 GIH
NA21143 NA21143 0 1 -0.0105 0.0078 GIH
NA21144 NA21144 0 1 -0.0102 0.0080 GIH
